Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea
OG0005504	C0Z306_AT1G59900				
OG0005505	O22718_AT1G60810				
OG0005506	P46646_AT1G62800				
OG0005507	F4I0D4_AT1G62800				
OG0005508	Q0WSV8_AT1G62800				
OG0005509	Q2V4F3_AT1G64200				
OG0005510	Q8VZ49_AT1G64710				
OG0005511	B9DI17_AT1G64710				
OG0005512	A8MR36_AT1G64710				
OG0005513	B0FU36_AT1G67070				
OG0005514	B0FU40_AT1G67070				
OG0005515	B0FU42_AT1G67070				
OG0005516	B0FU41_AT1G67070				
OG0005517	B0FU48_AT1G67070				
OG0005518	C0Z396_AT1G67090				
OG0005519	Q96519_AT1G68850				
OG0005520	Q682W9_AT1G68850				
OG0005521	Q9SSK1_AT1G70980				
OG0005522	Q96520_AT1G71695				
OG0005523	Q570F0_AT1G71695				
OG0005524	C0Z363_AT1G72880				
OG0005525	Q9CA61_AT1G74540				
OG0005526	Q9CA60_AT1G74550				
OG0005527	Q9SYQ8_AT1G75820				
OG0005528	C0LGJ2_AT1G75820				
OG0005529	Q38812_AT1G76490				
OG0005530	P06525_AT1G77120				
OG0005531	Q570A6_AT1G77740				
OG0005532	B9DHY6_AT1G78900				
OG0005533	B9DHU7_AT1G78900				
OG0005534	Q56X25_AT1G78900				
OG0005535	Q570K4_AT1G78900				
OG0005536	Q9SAK2_AT1G79460				
OG0005537	Q9SAJ6_AT1G79530				
OG0005538	C0Z3A6_AT1G79550				
OG0005539	Q56ZW1_AT1G79550				
OG0005540	Q42556_AT1G80660				
OG0005541	F4HU00_AT1G80660				
OG0005542	Q1PFB6_AT1G80660				
OG0005543	Q41992_AT2G01140				
OG0005544	Q0WMP4_AT2G01450				
OG0005545	O81053_AT2G03210				
OG0005546	W8QP07_AT2G03210				
OG0005547	Q9SWH5_AT2G03220				
OG0005548	W8PV36_AT2G03220				
OG0005549	Q9SH76_AT2G07560				
OG0005550	F4IMB5_AT2G07698				
OG0005551	P92550_AT2G07698				
OG0005552	P92549_AT2G07698				
OG0005553	Q3EC42_AT2G07785				
OG0005554	P92558_AT2G07785				
OG0005555	Q0WM29_AT2G14170				
OG0005556	A8MQH4_AT2G14170				
OG0005557	Q9SJP6_AT2G15350				
OG0005558	Q9SJP4_AT2G15370				
OG0005559	Q56YX1_AT2G15620				
OG0005560	Q9SHP0_AT2G17630				
OG0005561	Q9SI17_AT2G18140				
OG0005562	Q9SI16_AT2G18150				
OG0005563	Q56X40_AT2G18230				
OG0005564	P20649_AT2G18960				
OG0005565	Q570C2_AT2G18960				
OG0005566	Q56WU9_AT2G18960				
OG0005567	Q96518_AT2G18980				
OG0005568	Q0WTC2_AT2G18980				
OG0005569	Q0WLA3_AT2G19110				
OG0005570	O82209_AT2G19680				
OG0005571	F4IGL7_AT2G21330				
OG0005572	C0Z2F2_AT2G21330				
OG0005573	Q56ZF2_AT2G21330				
OG0005574	Q9SJZ2_AT2G22420				
OG0005575	O64806_AT2G22950				
OG0005576	O80458_AT2G23410				
OG0005577	Q9SJB3_AT2G24520				
OG0005578	Q9SK52_AT2G24800				
OG0005579	B0LL85_AT2G24800				
OG0005580	O49340_AT2G30750				
OG0005581	Q8GWF7_AT2G30750				
OG0005582	O49342_AT2G30770				
OG0005583	Q56YR4_AT2G30970				
OG0005584	Q9SJX1_AT2G31250				
OG0005585	Q0WSB1_AT2G33840				
OG0005586	O22959_AT2G34060				
OG0005587	C0Z2T9_AT2G36230				
OG0005588	B3H6D7_AT2G36460				
OG0005589	P35510_AT2G37040				
OG0005590	Q56WV3_AT2G37040				
OG0005591	Q56Z45_AT2G37040				
OG0005592	Q42580_AT2G37130				
OG0005593	F4IQ05_AT2G37130				
OG0005594	Q56YB6_AT2G37130				
OG0005595	Q94EH3_AT2G38040				
OG0005596	P24102_AT2G38380				
OG0005597	Q0WLG9_AT2G38380				
OG0005598	Q56YT4_AT2G38380				
OG0005599	O80912_AT2G38390				
OG0005600	Q38983_AT2G38910				
OG0005601	Q9ZV04_AT2G39040				
OG0005602	Q67Z30_AT2G39040				
OG0005603	O22203_AT2G40890				
OG0005604	O80822_AT2G41480				
OG0005605	O22218_AT2G41560				
OG0005606	Q0WL72_AT2G41560				
OG0005607	Q0WM16_AT2G41560				
OG0005608	P93733_AT2G42010				
OG0005609	A5YWW9_AT2G42600				
OG0005610	O22862_AT2G43480				
OG0005611	O22149_AT2G45220				
OG0005612	Q570I3_AT2G45290				
OG0005613	O80722_AT2G47030				
OG0005614	O82238_AT2G47690				
OG0005615	C0Z2T2_AT2G47690				
OG0005616	B3H4P7_AT2G47690				
OG0005617	Q43735_AT3G01190				
OG0005618	Q9FWA4_AT3G02350				
OG0005619	Q56WS2_AT3G02350				
OG0005620	W8Q387_AT3G02350				
OG0005621	Q9M881_AT3G02610				
OG0005622	Q9M880_AT3G02620				
OG0005623	O22682_AT3G03630				
OG0005624	Q9SS67_AT3G03670				
OG0005625	Q680D7_AT3G03670				
OG0005626	Q56WW5_AT3G04120				
OG0005627	Q41949_AT3G04120				
OG0005628	Q9S6Z7_AT3G04940				
OG0005629	Q9M9W8_AT3G05630				
OG0005630	A3KH17_AT3G05630				
OG0005631	Q42036_AT3G06650				
OG0005632	Q8W4D2_AT3G06860				
OG0005633	Q9SW95_AT3G07420				
OG0005634	Q9C9Z5_AT3G08610				
OG0005635	Q9SF49_AT3G09540				
OG0005636	Q9SS45_AT3G10340				
OG0005637	Q42272_AT3G15290				
OG0005638	Q38882_AT3G15730				
OG0005639	Q0WV84_AT3G15730				
OG0005640	Q84WM2_AT3G15730				
OG0005641	A8MS68_AT3G16950				
OG0005642	Q9LSP0_AT3G17070				
OG0005643	Q9M5K2_AT3G17240				
OG0005644	Q39085_AT3G19820				
OG0005645	Q8LFG0_AT3G21180				
OG0005646	Q9LSY7_AT3G21770				
OG0005647	Q9LJA0_AT3G22460				
OG0005648	B2GVN3_AT3G22460				
OG0005649	Q9LIK7_AT3G22910				
OG0005650	Q9LJ42_AT3G24670				
OG0005651	Q9LSG3_AT3G25140				
OG0005652	W8PVC6_AT3G25140				
OG0005653	P0DI77_AT3G25830				
OG0005654	P0DI76_AT3G25830				
OG0005655	Q9LTM7_AT3G26150				
OG0005656	Q9LTM6_AT3G26160				
OG0005657	Q9LTM4_AT3G26170				
OG0005658	Q541W8_AT3G26170				
OG0005659	Q9LTM2_AT3G26190				
OG0005660	Q9LTM1_AT3G26200				
OG0005661	Q9LTM0_AT3G26210				
OG0005662	O65785_AT3G26220				
OG0005663	Q9LTL8_AT3G26230				
OG0005664	Q84NF4_AT3G26230				
OG0005665	O65786_AT3G26280				
OG0005666	Q9LIP4_AT3G26320				
OG0005667	Q570E5_AT3G26650				
OG0005668	Q9LW27_AT3G26830				
OG0005669	B0ZY59_AT3G26830				
OG0005670	Q9LTZ0_AT3G27400				
OG0005671	Q9LHA7_AT3G28200				
OG0005672	Q9LIB2_AT3G29320				
OG0005673	W8PUS4_AT3G29320				
OG0005674	Q56YE5_AT3G29320				
OG0005675	Q9M2A0_AT3G42640				
OG0005676	Q9LXL5_AT3G43190				
OG0005677	Q9LXK7_AT3G43270				
OG0005678	Q9LXM3_AT3G44250				
OG0005679	F4JBH5_AT3G47340				
OG0005680	F4JBH6_AT3G47340				
OG0005681	Q9STY8_AT3G47350				
OG0005682	F4JBH8_AT3G47350				
OG0005683	Q94BN0_AT3G48360				
OG0005684	P24101_AT3G49110				
OG0005685	Q9SMU8_AT3G49120				
OG0005686	Q9M3B6_AT3G49160				
OG0005687	Q96510_AT3G49960				
OG0005688	Q0WTI3_AT3G49960				
OG0005689	P93031_AT3G51160				
OG0005690	Q9FT52_AT3G52300				
OG0005691	Q2V3P9_AT3G52300				
OG0005692	Q9LFA6_AT3G52840				
OG0005693	Q56Z19_AT3G52930				
OG0005694	F4J865_AT3G52970				
OG0005695	F4J864_AT3G52970				
OG0005696	Q8GXT5_AT3G52970				
OG0005697	P45724_AT3G53260				
OG0005698	B9DHX2_AT3G53260				
OG0005699	O65784_AT3G53280				
OG0005700	Q945N0_AT3G53280				
OG0005701	Q56YR6_AT3G53280				
OG0005702	Q8L6Z6_AT3G53280				
OG0005703	Q9SCN3_AT3G53290				
OG0005704	Q9SCN2_AT3G53300				
OG0005705	B3H4I6_AT3G53520				
OG0005706	P41088_AT3G55120				
OG0005707	Q5DWV9_AT3G55120				
OG0005708	B3LF89_AT3G55140				
OG0005709	F4JF98_AT3G55140				
OG0005710	Q9M3D5_AT3G55140				
OG0005711	Q84VW8_AT3G55410				
OG0005712	F4IWV2_AT3G55410				
OG0005713	Q56ZS6_AT3G55610				
OG0005714	Q9M2L4_AT3G57330				
OG0005715	Q9S757_AT3G61440				
OG0005716	Q42129_AT3G61440				
OG0005717	Q9LZI6_AT3G62790				
OG0005718	Q9LY77_AT3G63380				
OG0005719	B3H5Z2_AT4G00520				
OG0005720	Q5FYU1_AT4G00520				
OG0005721	O65261_AT4G00520				
OG0005722	Q38802_AT4G02780				
OG0005723	B9DI66_AT4G04640				
OG0005724	Q9LDN9_AT4G08770				
OG0005725	Q9LDA4_AT4G08780				
OG0005726	Q9SUT2_AT4G11290				
OG0005727	Q56XN0_AT4G11290				
OG0005728	Q9T052_AT4G11840				
OG0005729	Q9T053_AT4G11850				
OG0005730	Q9T0K0_AT4G13290				
OG0005731	Q56Y21_AT4G13290				
OG0005732	Q9T0K2_AT4G13310				
OG0005733	F4JT00_AT4G13310				
OG0005734	Q0WPP6_AT4G13310				
OG0005735	Q944R1_AT4G13710				
OG0005736	F4JTS3_AT4G13710				
OG0005737	Q94B46_AT4G14090				
OG0005738	Q8L7H1_AT4G14090				
OG0005739	O23389_AT4G15360				
OG0005740	Q6NL24_AT4G16210				
OG0005741	O23468_AT4G16210				
OG0005742	Q0WRQ2_AT4G16210				
OG0005743	O23474_AT4G16270				
OG0005744	P0CJ42_AT4G16730				
OG0005745	O23609_AT4G17690				
OG0005746	F4JRM5_AT4G18710				
OG0005747	Q9SB81_AT4G21960				
OG0005748	O82737_AT4G22870				
OG0005749	F4JMN7_AT4G22870				
OG0005750	Q84KJ1_AT4G22880				
OG0005751	Q84KJ0_AT4G22880				
OG0005752	U3MZA9_AT4G25420				
OG0005753	U3N132_AT4G25420				
OG0005754	Q93V93_AT4G26010				
OG0005755	Q570E1_AT4G29010				
OG0005756	Q56ZH6_AT4G29010				
OG0005757	Q0WLY8_AT4G29130				
OG0005758	Q0WPI8_AT4G29900				
OG0005759	Q96522_AT4G30170				
OG0005760	C0Z2R2_AT4G30190				
OG0005761	F4JPJ7_AT4G30190				
OG0005762	O81772_AT4G31760				
OG0005763	Q9SZ46_AT4G31940				
OG0005764	P46248_AT4G31990				
OG0005765	B9DG21_AT4G31990				
OG0005766	B9DGA8_AT4G31990				
OG0005767	Q56WQ1_AT4G31990				
OG0005768	Q93Z12_AT4G33010				
OG0005769	A0A0B4UMN9_AT4G33030				
OG0005770	O82647_AT4G33070				
OG0005771	Q9SZB9_AT4G33420				
OG0005772	Q67XK7_AT4G33420				
OG0005773	B9DHW4_AT4G33510				
OG0005774	Q570U9_AT4G33510				
OG0005775	Q56WY7_AT4G34200				
OG0005776	Q56ZF0_AT4G35090				
OG0005777	B9DHW8_AT4G35630				
OG0005778	O23237_AT4G36430				
OG0005779	Q9SW67_AT4G37310				
OG0005780	Q940P7_AT4G37310				
OG0005781	Q0WU93_AT4G37310				
OG0005782	O23156_AT4G37320				
OG0005783	O23155_AT4G37330				
OG0005784	Q0WTJ5_AT4G37330				
OG0005785	Q682J4_AT4G37340				
OG0005786	Q9SZT6_AT4G37360				
OG0005787	Q9SZU0_AT4G37400				
OG0005788	C0Z2S6_AT4G37410				
OG0005789	Q43731_AT4G37520				
OG0005790	F4JS33_AT4G37520				
OG0005791	Q9SZE7_AT4G37530				
OG0005792	A8MRF4_AT4G37530				
OG0005793	C0Z2R5_AT4G37530				
OG0005794	O81108_AT4G37640				
OG0005795	Q53XI0_AT4G37640				
OG0005796	Q56WX4_AT4G37640				
OG0005797	Q9T071_AT4G37840				
OG0005798	F4JUJ5_AT4G38970				
OG0005799	P55231_AT4G39210				
OG0005800	Q9M040_AT5G01320				
OG0005801	Q9M039_AT5G01330				
OG0005802	Q56Z42_AT5G03860				
OG0005803	Q0WW25_AT5G04140				
OG0005804	P45725_AT5G04230				
OG0005805	F4JW69_AT5G04230				
OG0005806	Q9LZ62_AT5G04630				
OG0005807	Q9LZ31_AT5G04660				
OG0005808	Q9FF77_AT5G04970				
OG0005809	Q9FLC0_AT5G05340				
OG0005810	Q42578_AT5G06720				
OG0005811	Q9FG34_AT5G06730				
OG0005812	Q0WX01_AT5G07440				
OG0005813	Q9SD85_AT5G07990				
OG0005814	Q9M536_AT5G07990				
OG0005815	Q96330_AT5G08640				
OG0005816	B1GV57_AT5G08640				
OG0005817	P83483_AT5G08670				
OG0005818	Q0WM57_AT5G08670				
OG0005819	Q9C5A9_AT5G08680				
OG0005820	P83484_AT5G08690				
OG0005821	P83483_AT5G08690				
OG0005822	Q9FY87_AT5G09280				
OG0005823	Q9FIB0_AT5G09970				
OG0005824	Q9LFU1_AT5G10240				
OG0005825	F4KGS3_AT5G10240				
OG0005826	Q9S7H4_AT5G10870				
OG0005827	Q0WUB4_AT5G11380				
OG0005828	P46644_AT5G11520				
OG0005829	Q56YS5_AT5G12200				
OG0005830	Q94K57_AT5G12200				
OG0005831	Q9LYR4_AT5G13420				
OG0005832	A8MR05_AT5G13630				
OG0005833	Q9FNA3_AT5G13690				
OG0005834	Q570C1_AT5G13690				
OG0005835	Q6WSE5_AT5G13930				
OG0005836	Q5FBU7_AT5G13930				
OG0005837	Q9SAU4_AT5G13930				
OG0005838	Q96509_AT5G14130				
OG0005839	Q8S9J1_AT5G14220				
OG0005840	Q93Y13_AT5G14760				
OG0005841	Q9LXG3_AT5G15180				
OG0005842	Q0WR91_AT5G15180				
OG0005843	Q9LF05_AT5G16230				
OG0005844	Q56Z27_AT5G17230				
OG0005845	Q43729_AT5G17820				
OG0005846	Q53YQ5_AT5G17820				
OG0005847	Q9FK51_AT5G18200				
OG0005848	Q3E9D5_AT5G18930				
OG0005849	Q8L7N7_AT5G19550				
OG0005850	Q8VYZ3_AT5G19730				
OG0005851	P59120_AT5G19880				
OG0005852	Q1PDU6_AT5G19880				
OG0005853	Q39034_AT5G19890				
OG0005854	P49040_AT5G20830				
OG0005855	Q8LPJ2_AT5G20830				
OG0005856	Q9ZPE2_AT5G20980				
OG0005857	Q9FMR0_AT5G22410				
OG0005858	Q67ZE7_AT5G22410				
OG0005859	Q84WL3_AT5G22840				
OG0005860	Q705L0_AT5G23020				
OG0005861	Q9FLV5_AT5G24070				
OG0005862	P19172_AT5G24090				
OG0005863	O65403_AT5G24140				
OG0005864	P58046_AT5G24950				
OG0005865	P58045_AT5G24960				
OG0005866	Q9ZU07_AT5G25130				
OG0005867	Q681L2_AT5G25130				
OG0005868	P58050_AT5G25140				
OG0005869	P58051_AT5G25180				
OG0005870	P58766_AT5G25370				
OG0005871	Q93ZB2_AT5G25900				
OG0005872	B9DFY2_AT5G25930				
OG0005873	Q9XGZ2_AT5G25930				
OG0005874	Q0WLK2_AT5G26830				
OG0005875	F4K5T2_AT5G28030				
OG0005876	F4KIN4_AT5G34780				
OG0005877	Q9FG65_AT5G36220				
OG0005878	Q9FFW8_AT5G38530				
OG0005879	Q9FL16_AT5G40150				
OG0005880	Q24JM5_AT5G40150				
OG0005881	Q43872_AT5G42180				
OG0005882	Q56ZQ1_AT5G42180				
OG0005883	Q9FH04_AT5G42250				
OG0005884	Q9FH66_AT5G42590				
OG0005885	Q56Y26_AT5G42590				
OG0005886	Q5DWV7_AT5G42800				
OG0005887	Q5DWV8_AT5G42800				
OG0005888	Q9M7I7_AT5G43860				
OG0005889	Q0WM36_AT5G43940				
OG0005890	P98205_AT5G44240				
OG0005891	F4K8T6_AT5G44240				
OG0005892	Q9FJR1_AT5G47000				
OG0005893	Q56ZU5_AT5G48300				
OG0005894	Q56ZT4_AT5G48300				
OG0005895	Q9FJ21_AT5G49180				
OG0005896	Q00917_AT5G49190				
OG0005897	W8PUX3_AT5G49190				
OG0005898	Q570J1_AT5G49460				
OG0005899	Q9LTB2_AT5G49810				
OG0005900	Q0WM74_AT5G49810				
OG0005901	Q56Z30_AT5G50850				
OG0005902	Q9LT91_AT5G51890				
OG0005903	Q9FLW9_AT5G52920				
OG0005904	Q9FK25_AT5G54160				
OG0005905	Q56YC7_AT5G54810				
OG0005906	Q56Y83_AT5G54960				
OG0005907	Q8RWS2_AT5G54960				
OG0005908	Q9FLQ4_AT5G55070				
OG0005909	Q9FM66_AT5G55720				
OG0005910	Q9LVD6_AT5G57220				
OG0005911	C3W7I0_AT5G57220				
OG0005912	Q9LVD2_AT5G57260				
OG0005913	Q84WB3_AT5G57260				
OG0005914	B7ZEI0_AT5G57350				
OG0005915	Q0WMF7_AT5G57350				
OG0005916	Q9FKK7_AT5G57655				
OG0005917	F4KC24_AT5G57655				
OG0005918	B7ZEI2_AT5G57655				
OG0005919	Q56Z35_AT5G57655				
OG0005920	Q0WWK6_AT5G57655				
OG0005921	C0Z2A4_AT5G58330				
OG0005922	F4KEX3_AT5G58330				
OG0005923	Q8H1E2_AT5G58330				
OG0005924	Q8VXZ3_AT5G58330				
OG0005925	Q0WM10_AT5G58330				
OG0005926	Q9LVL2_AT5G58390				
OG0005927	Q8GYC6_AT5G58390				
OG0005928	Q9LVL1_AT5G58400				
OG0005929	P48422_AT5G58860				
OG0005930	Q56ZU6_AT5G63570				
OG0005931	Q9FFQ5_AT5G63590				
OG0005932	Q96511_AT5G64100				
OG0005933	Q9FMI7_AT5G64110				
OG0005934	Q43387_AT5G64120				
OG0005935	Q9LV77_AT5G65010				
OG0005936	Q56X60_AT5G65690				
OG0005937	Q0WLT5_AT5G65750				
OG0005938	Q56ZZ9_AT5G66190				
OG0005939	Q9FKW3_AT5G66220				
OG0005940	Q9FJZ9_AT5G66390				
OG0005941	Q0WT45_AT5G66390				
OG0005942	Q43873_AT5G67400				
OG0005943	A3KPG1_AT5G67400				
OG0005944	Q7RDS8_AT5G67630				
OG0005945		Cre13.g583898.t1.1			
OG0005946		Cre08.g363650.t1.1			
OG0005947		Cre16.g668500.t1.1			
OG0005948		Cre12.g526150.t1.2			
OG0005949		Cre06.g278162.t1.1			
OG0005950		Cre09.g400701.t1.1			
OG0005951		Cre17.g716650.t1.2			
OG0005952		Cre13.g591250.t2.1			
OG0005953		Cre16.g672721.t1.1			
OG0005954		Cre09.g395991.t1.1			
OG0005955		Cre16.g686958.t1.1			
OG0005956		Cre07.g332300.t1.2			
OG0005957		Cre16.g685949.t1.1			
OG0005958		Cre16.g691400.t1.1			
OG0005959		Cre02.g142767.t1.1			
OG0005960		Cre09.g400000.t1.1			
OG0005961		Cre09.g393750.t1.1			
OG0005962		Cre10.g436000.t1.1			
OG0005963		Cre14.g613150.t1.1			
OG0005964		Cre01.g055350.t1.2			
OG0005965		Cre14.g626550.t1.1			
OG0005966		Cre12.g518772.t1.2			
OG0005967		Cre06.g263841.t1.2			
OG0005968		Cre07.g322800.t1.2			
OG0005969		Cre03.g144727.t1.1			
OG0005970		Cre01.g045850.t1.1			
OG0005971		Cre02.g144006.t1.1			
OG0005972		Cre16.g664251.t1.1			
OG0005973		Cre04.g224850.t1.1			
OG0005974		Cre02.g095039.t2.1			
OG0005975		Cre07.g352213.t1.2			
OG0005976		Cre17.g737100.t1.2			
OG0005977		Cre12.g539161.t1.1			
OG0005978		Cre02.g098700.t1.2			
OG0005979		Cre16.g678750.t1.2			
OG0005980		Cre06.g278181.t1.1			
OG0005981		Cre16.g667354.t1.1			
OG0005982		Cre12.g555650.t1.1			
OG0005983		Cre03.g146787.t1.1			
OG0005984		Cre06.g278293.t1.1			
OG0005985		Cre09.g406700.t1.1			
OG0005986		Cre07.g349966.t2.1			
OG0005987		Cre07.g313143.t1.1			
OG0005988		Cre11.g467538.t1.1			
OG0005989		Cre07.g339950.t1.1			
OG0005990		Cre06.g282550.t1.2			
OG0005991		Cre02.g084176.t1.1			
OG0005992		Cre17.g727550.t1.1			
OG0005993		Cre06.g282250.t1.1			
OG0005994		Cre06.g301500.t1.1			
OG0005995		Cre03.g200250.t1.2			
OG0005996		Cre02.g143627.t1.1			
OG0005997		Cre03.g152550.t1.1			
OG0005998		Cre03.g158700.t1.2			
OG0005999		Cre13.g575900.t1.2			
OG0006000		Cre17.g727750.t1.1			
OG0006001		Cre14.g632000.t1.1			
OG0006002		Cre01.g013850.t1.1			
OG0006003		Cre07.g319452.t1.1			
OG0006004		Cre07.g334450.t1.1			
OG0006005		Cre08.g370150.t1.1			
OG0006006		Cre12.g552350.t1.1			
OG0006007		Cre05.g235186.t1.1			
OG0006008		Cre13.g590200.t1.1			
OG0006009		Cre14.g616826.t1.1			
OG0006010		Cre17.g739400.t1.2			
OG0006011		Cre09.g411975.t1.1			
OG0006012		Cre14.g619450.t1.2			
OG0006013		Cre03.g177400.t1.1			
OG0006014		Cre13.g591450.t1.2			
OG0006015		Cre12.g502251.t1.1			
OG0006016		Cre17.g717600.t1.2			
OG0006017		Cre06.g263750.t1.2			
OG0006018		Cre10.g419950.t1.1			
OG0006019		Cre12.g555200.t1.1			
OG0006020		Cre04.g229650.t2.1			
OG0006021		Cre17.g720256.t1.1			
OG0006022		Cre18.g748397.t1.1			
OG0006023		Cre01.g018650.t1.1			
OG0006024		Cre10.g452600.t1.2			
OG0006025		Cre16.g681354.t1.1			
OG0006026		Cre09.g399250.t1.2			
OG0006027		Cre02.g119250.t1.2			
OG0006028		Cre03.g162750.t1.2			
OG0006029		Cre06.g278248.t1.1			
OG0006030		Cre16.g679250.t1.2			
OG0006031		Cre06.g303150.t1.1			
OG0006032		Cre12.g540850.t1.1			
OG0006033		Cre10.g456400.t2.1			
OG0006034		Cre14.g631800.t1.2			
OG0006035		Cre01.g001678.t1.1			
OG0006036		Cre02.g117250.t1.1			
OG0006037		Cre01.g014000.t1.2			
OG0006038		Cre02.g142286.t1.1			
OG0006039		Cre08.g369100.t1.2			
OG0006040		Cre11.g467646.t1.1			
OG0006041		Cre07.g337100.t1.2			
OG0006042		Cre17.g746847.t1.1			
OG0006043		Cre06.g285800.t1.2			
OG0006044		Cre17.g737353.t1.1			
OG0006045		Cre12.g546800.t1.1			
OG0006046		Cre01.g026016.t1.1			
OG0006047		Cre12.g544111.t1.1			
OG0006048		Cre12.g499150.t2.1			
OG0006049		Cre09.g395399.t1.1			
OG0006050		Cre11.g468850.t1.2			
OG0006051		Cre10.g422876.t1.1			
OG0006052		Cre07.g320600.t1.2			
OG0006053		Cre12.g526068.t1.1			
OG0006054		Cre06.g278228.t1.1			
OG0006055		Cre06.g278259.t1.1			
OG0006056		Cre06.g281400.t1.1			
OG0006057		Cre12.g526883.t1.1			
OG0006058		Cre10.g419050.t2.1			
OG0006059		Cre08.g372450.t1.2			
OG0006060		Cre02.g077750.t1.2			
OG0006061		Cre17.g730516.t1.1			
OG0006062		Cre16.g686510.t2.1			
OG0006063		Cre08.g367700.t1.1			
OG0006064		Cre07.g323850.t1.2			
OG0006065		Cre12.g522500.t1.1			
OG0006066		Cre12.g517976.t1.1			
OG0006067		Cre02.g082400.t1.1			
OG0006068		Cre04.g233102.t1.1			
OG0006069		Cre12.g494600.t1.2			
OG0006070		Cre04.g212900.t1.2			
OG0006071		Cre09.g397100.t1.2			
OG0006072		Cre09.g399252.t1.1			
OG0006073		Cre01.g015451.t1.1			
OG0006074		Cre16.g692150.t1.1			
OG0006075		Cre13.g566350.t1.1			
OG0006076		Cre13.g582713.t1.1			
OG0006077		Cre03.g170350.t1.2			
OG0006078		Cre04.g226750.t1.2			
OG0006079		Cre08.g360650.t1.2			
OG0006080		Cre04.g226301.t1.1			
OG0006081		Cre03.g144787.t1.1			
OG0006082		Cre03.g198600.t1.2			
OG0006083		Cre18.g749297.t1.1			
OG0006084		Cre34.g759147.t1.1			
